moteur,requete,doc_top1,score_top1,doc_top2,score_top2,doc_top3,score_top3,doc_top4,score_top4,doc_top5,score_top5,trouve_ou_non
tfidf,langue roumain,wiki_066072.txt,6.6587702429080995,wiki_108139.txt,4.64582087171481,wiki_098464.txt,4.368707362438696,wiki_058433.txt,4.085761670282995,wiki_076757.txt,4.042074538277782,OUI
tfidf,langue roumanie,wiki_099964.txt,6.411821316952284,wiki_108139.txt,4.651193642182283,wiki_058433.txt,4.090711562925186,wiki_076757.txt,4.046915425597619,wiki_073990.txt,3.6654067632333764,OUI
tfidf,énergie marine,wiki_090261.txt,7.414751181319386,wiki_082743.txt,5.904357360219724,wiki_072045.txt,4.819784230591603,wiki_075387.txt,4.695623908011997,wiki_102194.txt,3.907649301929718,OUI
tfidf,définition énergie des mers,wiki_090261.txt,9.155768698759898,wiki_082743.txt,5.882007367602516,wiki_094224.txt,4.989298718011083,wiki_075387.txt,4.678978734091934,wiki_044774.txt,4.2633133622795905,OUI
tfidf,où est tianjin,wiki_013117.txt,9.290484550236977,,,,,,,,,OUI
tfidf,tianjin chine,wiki_013117.txt,12.770085639458909,wiki_060088.txt,4.6624931362218245,wiki_013271.txt,4.582459186301765,wiki_062857.txt,4.044349372034444,wiki_070405.txt,3.9834998987103702,OUI
tfidf,château de gaillard,wiki_090155.txt,13.131641591608334,wiki_068087.txt,4.81406996027101,wiki_062953.txt,4.609150376510607,wiki_025851.txt,4.108083012286875,wiki_070215.txt,3.2782660013206617,OUI
tfidf,chateau gaillard,wiki_090155.txt,13.131641591608334,wiki_068087.txt,4.81406996027101,wiki_062953.txt,4.609150376510607,wiki_025851.txt,4.108083012286875,wiki_070215.txt,3.2782660013206617,OUI
tfidf,qu'est-ce que la 6e armée,wiki_016480.txt,9.758766961348147,wiki_011198.txt,6.955276547704917,wiki_069878.txt,3.4565647520751126,wiki_013083.txt,3.426929981293406,wiki_044519.txt,3.4047608405922647,OUI
tfidf,6e armee ottomane,wiki_016480.txt,13.560154846546238,wiki_011198.txt,6.9278010266380905,wiki_112022.txt,5.560310808328178,wiki_046669.txt,4.109282725616447,wiki_080341.txt,3.916863934188523,OUI
tfidf,course à pied,wiki_042186.txt,7.655033453684117,wiki_019479.txt,6.412306556626238,wiki_024632.txt,4.937697804649529,wiki_046503.txt,4.464678064412734,wiki_116705.txt,4.461565427273656,OUI
tfidf,trail,wiki_042186.txt,8.901572862305779,wiki_046295.txt,5.702898060177555,wiki_081831.txt,2.8697277989463705,,,,,OUI
tfidf,david guetta,wiki_101989.txt,12.927914412179463,wiki_087117.txt,4.899979467292792,wiki_102668.txt,4.35852609260104,wiki_106371.txt,4.157516477387441,wiki_040507.txt,3.5657644313302623,OUI
tfidf,David Guetta DJ,wiki_101989.txt,18.62377684431034,wiki_117506.txt,7.431002356835318,wiki_087117.txt,4.8900878884873356,wiki_102668.txt,4.349236112246059,wiki_106371.txt,4.150311993251489,OUI
tfidf,cesson france,wiki_044515.txt,8.791851888381185,wiki_046323.txt,1.8339876538315343,wiki_100496.txt,1.740162558661593,wiki_097553.txt,1.7014941607129692,wiki_085389.txt,1.660966967123192,OUI
tfidf,cesson ville,wiki_044515.txt,7.742603327726114,wiki_010006.txt,2.4652898959245597,wiki_051031.txt,2.4545983384290664,wiki_040446.txt,2.3948262306200516,wiki_105297.txt,2.263185871768512,OUI
tfidf,dwight eisenhower,wiki_047750.txt,13.278444057842488,wiki_058559.txt,1.7872639245788422,wiki_059423.txt,0.6149748153579685,,,,,OUI
tfidf,date naissance eisenhower,wiki_047750.txt,7.768300748238514,wiki_040461.txt,3.802124599158061,wiki_092031.txt,3.7811489785931154,wiki_071714.txt,3.081862996310322,wiki_108337.txt,3.078633425149343,OUI
tfidf,pantagruel,wiki_069094.txt,8.940605160822452,,,,,,,,,OUI
tfidf,qui a écrit le pantagruel,wiki_069094.txt,8.926490169809721,wiki_022546.txt,2.360529037114679,wiki_103719.txt,2.3298500182832877,wiki_031841.txt,2.2756640813157087,wiki_051442.txt,2.2203162757657418,OUI
tfidf,martin luther king,wiki_031761.txt,14.599645089946485,wiki_070838.txt,8.89770470098263,wiki_045675.txt,8.524363981591241,wiki_076649.txt,6.270999700839627,wiki_051442.txt,4.970426042494876,OUI
tfidf,qui était martin luther king,wiki_031761.txt,14.594952983274796,wiki_045675.txt,9.258993316752738,wiki_070838.txt,8.895221676900578,wiki_076649.txt,6.269112779141818,wiki_051442.txt,4.968973080656503,OUI
tfidf,velimir khlebnikov,wiki_106054.txt,18.277767134604396,wiki_064720.txt,-3.8153636843016674,,,,,,,OUI
tfidf,qui est velimir khlebnikov,wiki_106054.txt,18.277767134604396,wiki_064720.txt,-3.8153636843016674,,,,,,,OUI
tfidf,théorie des cordes,wiki_049671.txt,12.131972956289133,wiki_089130.txt,5.197126252916802,wiki_089143.txt,4.7260416043440205,wiki_074202.txt,4.609902706241735,wiki_111364.txt,4.524981747948855,OUI
tfidf,theorie cordes,wiki_049671.txt,12.131972956289133,wiki_089130.txt,5.197126252916802,wiki_089143.txt,4.7260416043440205,wiki_074202.txt,4.609902706241735,wiki_111364.txt,4.524981747948855,OUI
tfidf,métro de paris,wiki_008275.txt,8.19590055195943,wiki_089929.txt,7.860346864158871,wiki_013184.txt,6.960062798178035,wiki_089175.txt,6.235352997975564,wiki_008302.txt,5.954325146146701,OUI
tfidf,metropolitain,wiki_005913.txt,2.7527351932431485,wiki_101687.txt,2.735791875609571,wiki_063507.txt,2.581519054332802,wiki_102261.txt,2.5378142788133,wiki_013184.txt,2.3901886404984585,OUI
tfidf,empire galactique,wiki_050542.txt,10.16262155748106,wiki_078765.txt,5.608359484726491,wiki_008012.txt,4.579709486888116,wiki_094417.txt,4.541387580583183,wiki_087190.txt,4.254728023720046,OUI
tfidf,star wars empire,wiki_050542.txt,16.142549223767563,wiki_106059.txt,14.249098614687405,wiki_003813.txt,13.299628024931705,wiki_068111.txt,8.04249049479749,wiki_048513.txt,6.517867142941626,OUI
tfidf,24 heures chrono,wiki_066284.txt,7.739076433768869,wiki_070642.txt,4.225703514814509,wiki_017074.txt,3.1875296935661424,wiki_046273.txt,1.9692179607939289,wiki_025288.txt,1.9452655540930222,OUI
tfidf,jack bauer,wiki_066284.txt,9.58154361288422,wiki_017008.txt,4.580823100159846,wiki_107583.txt,4.455543989587666,wiki_106264.txt,4.122118521890162,wiki_003087.txt,2.7126032088334404,OUI
tfidf,duc d'orléans,wiki_002556.txt,11.87924772159579,wiki_008195.txt,6.88163585595241,wiki_057344.txt,5.561516280941868,wiki_056186.txt,4.29746767896192,wiki_086992.txt,4.137755899947486,OUI
tfidf,qui est philippe d'orléans,wiki_002556.txt,12.235799681450665,wiki_057344.txt,5.564784530515405,wiki_053130.txt,5.06481796014167,wiki_056186.txt,4.30088115269167,wiki_086992.txt,4.1408636693768965,OUI
tfidf,université wurtzbourg,wiki_067132.txt,13.621187497853636,wiki_070598.txt,4.445089632774615,wiki_079457.txt,4.379020137426924,wiki_055895.txt,4.1827815482617074,wiki_049628.txt,3.8463491444149533,OUI
tfidf,wurtzbourg allemagne,wiki_067132.txt,11.459563783307166,wiki_083053.txt,3.803853525770757,wiki_084483.txt,3.364940355104598,wiki_042658.txt,3.2768361800439,wiki_020574.txt,2.7737869338504377,OUI
tfidf,bernard laporte,wiki_076478.txt,11.789884204390638,wiki_070141.txt,5.021555898533077,wiki_091260.txt,3.997856652696877,wiki_099573.txt,3.382404031847776,wiki_071998.txt,2.815034838037708,OUI
tfidf,qui est Bernard Laporte ?,wiki_076478.txt,11.789884204390638,wiki_070141.txt,5.021555898533077,wiki_091260.txt,3.997856652696877,wiki_099573.txt,3.382404031847776,wiki_071998.txt,2.815034838037708,OUI
tfidf,Tintin,wiki_068110.txt,6.751930327703753,wiki_005897.txt,6.085708050728382,wiki_005770.txt,5.4563869926697555,wiki_005800.txt,5.1852218064457665,wiki_005839.txt,4.206444383733707,OUI
tfidf,Hergé,wiki_005897.txt,4.3179917765744715,wiki_005839.txt,4.206444383733707,wiki_005800.txt,4.183404304629051,wiki_005770.txt,2.5999976375496527,wiki_068110.txt,2.587503728496651,OUI
tfidf,Marcel Aymé,wiki_046422.txt,13.266857892723966,wiki_109670.txt,5.4940262544416205,wiki_088179.txt,4.484934466015573,wiki_047262.txt,4.17064407188052,wiki_072013.txt,3.977832294212764,OUI
tfidf,qui est marcel aymé,wiki_046422.txt,13.266857892723966,wiki_109670.txt,5.4940262544416205,wiki_088179.txt,4.484934466015573,wiki_047262.txt,4.17064407188052,wiki_072013.txt,3.977832294212764,OUI
tfidf,vote à la proportionnelle,wiki_002357.txt,9.667636510750688,wiki_062813.txt,5.2276940643174425,wiki_048162.txt,5.063106712689995,wiki_028434.txt,3.097170034038404,wiki_047874.txt,2.9698294526158215,OUI
tfidf,qu'est-ce que le système de représentation proportionnelle,wiki_002357.txt,12.184494950371633,wiki_089143.txt,4.545912727782353,wiki_102541.txt,3.5419183036099597,wiki_021678.txt,3.3682685247799364,wiki_069006.txt,3.2211683016923236,OUI
tfidf,georges haussmann,wiki_047210.txt,12.198157471384887,wiki_074260.txt,4.682156063477646,wiki_055488.txt,4.361819053128273,wiki_052926.txt,4.274140828672389,wiki_109720.txt,4.089615654849201,OUI
tfidf,baron haussmann,wiki_047210.txt,12.151540131193489,wiki_071983.txt,4.355503318008794,wiki_101396.txt,2.8059501211301616,wiki_091270.txt,2.6478831848268727,wiki_060519.txt,2.4858379734644385,OUI
tfidf,médecin,wiki_080266.txt,5.847412697095064,wiki_037858.txt,4.04812358721986,wiki_049631.txt,3.6882407288123624,wiki_088900.txt,3.1745764728612045,wiki_099811.txt,3.0781860253742472,OUI
tfidf,docteur en médecine,wiki_062457.txt,4.981869025221475,wiki_049631.txt,4.769761174347002,wiki_006792.txt,4.636111310692077,wiki_055089.txt,4.305785471803726,wiki_048796.txt,4.073645382125282,OUI
tfidf,istres france,wiki_055201.txt,9.961656601221055,wiki_046323.txt,1.8339876538315343,wiki_100496.txt,1.740162558661593,wiki_097553.txt,1.7014941607129692,wiki_085389.txt,1.660966967123192,OUI
tfidf,Istres,wiki_055201.txt,8.931597654400834,,,,,,,,,OUI
tfidf,accident navette spatiale,wiki_048831.txt,17.152519380447597,wiki_051958.txt,7.9563902351047835,wiki_062670.txt,6.6592574444192945,wiki_041991.txt,4.980047791026825,wiki_116379.txt,4.927746954372451,OUI
tfidf,navette columbia,wiki_048831.txt,13.841839363872182,wiki_045816.txt,6.5473904546030335,wiki_072009.txt,5.042336629883694,wiki_062670.txt,2.6559091068819756,wiki_047389.txt,2.5385742260027784,OUI
tfidf,mycologie,wiki_068792.txt,4.764441841378023,,,,,,,,,OUI
tfidf,quels sont les champignons comestibles ?,wiki_068792.txt,7.9402174685331435,wiki_045087.txt,5.012711094946797,wiki_024589.txt,4.5530380635670875,wiki_009731.txt,3.7599308690626794,wiki_088049.txt,2.7273302279875837,OUI
tfidf,conjonction de coordination,wiki_076532.txt,13.07663869094022,wiki_085306.txt,4.4678213598693555,wiki_072126.txt,3.0122460167580907,wiki_056980.txt,2.4513725682601786,wiki_046615.txt,2.3657919852289937,OUI
tfidf,conjonction de coordination en français,wiki_076532.txt,13.745705265664295,wiki_085306.txt,4.4669371007357315,wiki_072126.txt,3.01139823850556,wiki_056980.txt,2.450885674054094,wiki_046615.txt,2.3653262186505275,OUI
tfidf,elizabeth reine,wiki_091455.txt,5.811677209789449,wiki_117162.txt,3.8005328809457812,wiki_041649.txt,3.725735669295828,wiki_038879.txt,3.712948981314658,wiki_005927.txt,3.649699314578689,OUI
tfidf,Elizabeth Ière,wiki_091455.txt,5.841221775509932,wiki_117162.txt,3.8168714196086047,wiki_005927.txt,3.6672755480797044,wiki_073158.txt,2.274974556869342,wiki_064741.txt,2.1948441520146793,OUI
tfidf,sébastien loeb,wiki_106675.txt,12.633258152206642,wiki_008089.txt,6.4075364699047075,wiki_112022.txt,3.0983890713256397,wiki_027186.txt,2.143531126127653,wiki_046323.txt,2.1268131259994965,OUI
tfidf,Sébastien Loeb nombre titres,wiki_106675.txt,12.614078755532365,wiki_008089.txt,6.398337182045651,wiki_044727.txt,3.8419964124869272,wiki_046323.txt,3.624351885438714,wiki_097719.txt,3.474863716162087,OUI
tfidf,péplum,wiki_050756.txt,7.778873841902956,wiki_114949.txt,2.8116640494626477,,,,,,,OUI
tfidf,péplum films,wiki_050756.txt,9.501215402801908,wiki_055156.txt,3.8655101840783685,wiki_062549.txt,3.841930651909405,wiki_042377.txt,3.619284203936053,wiki_054861.txt,3.616920967275111,OUI
tfidf,Tibet,wiki_070405.txt,8.538935380474172,wiki_072449.txt,6.965983042856526,wiki_075603.txt,5.687710407365329,wiki_095136.txt,5.098962641217926,wiki_082507.txt,4.126354036977789,OUI
tfidf,tibet pays,wiki_070405.txt,8.530082227614427,wiki_072449.txt,7.684993848395389,wiki_075603.txt,5.682345803105359,wiki_095136.txt,5.094737917743705,wiki_082507.txt,4.122344215251575,OUI
tfidf,Laura Palmer,wiki_005955.txt,10.235824442824729,wiki_034949.txt,2.82083847368639,wiki_099573.txt,2.6686766359096925,wiki_085885.txt,1.5665827388670597,wiki_038013.txt,-1.0150794514105037,OUI
tfidf,Twin Peaks,wiki_005955.txt,15.226343963647139,wiki_023440.txt,2.461399212371079,,,,,,,OUI
tfidf,arnaud tournant,wiki_056712.txt,12.172285086937391,wiki_067619.txt,3.260107767327593,wiki_046481.txt,2.5969728876266593,wiki_091744.txt,2.1088091560523305,wiki_042929.txt,2.0773036058616157,OUI
tfidf,quand est né Arnaud Tournant ?,wiki_056712.txt,12.933950778988146,wiki_067619.txt,3.599013371465747,wiki_097599.txt,3.3224272910817674,wiki_029536.txt,2.869450303014702,wiki_009987.txt,2.7025774439002106,OUI
tfidf,rugby à xv,wiki_044205.txt,11.379515166132261,wiki_018576.txt,10.659040402644889,wiki_044184.txt,8.803280962282487,wiki_043914.txt,8.065293650604625,wiki_043892.txt,7.7895137783087005,OUI
tfidf,coupe du monde rugby,wiki_044205.txt,12.507202478092179,wiki_074325.txt,8.537537351783694,wiki_097719.txt,8.161300866096706,wiki_085562.txt,8.131901810701779,wiki_043914.txt,7.7618289418947555,OUI
tfidf,traité de rome,wiki_116932.txt,8.137054025419964,wiki_078514.txt,4.272919168569439,wiki_061098.txt,3.9839374407247288,wiki_049512.txt,3.804355029329534,wiki_045016.txt,3.6742916665439,OUI
tfidf,date traité de Rome,wiki_116932.txt,8.11680570192073,wiki_046990.txt,4.376318069230864,wiki_078514.txt,4.264908468765592,wiki_061098.txt,3.973161120339326,wiki_049512.txt,3.795707978526911,OUI
tfidf,royaume de naples,wiki_099338.txt,11.497405851527862,wiki_038879.txt,5.2257726236413475,wiki_049512.txt,4.215837541158662,wiki_058845.txt,4.2023561060049435,wiki_042486.txt,3.9852732467474663,OUI
