moteur,requete,doc_top1,score_top1,doc_top2,score_top2,doc_top3,score_top3,doc_top4,score_top4,doc_top5,score_top5,doc_top6,score_top6,doc_top7,score_top7,doc_top8,score_top8,doc_top9,score_top9,doc_top10,score_top10,doc_top11,score_top11,doc_top12,score_top12,doc_top13,score_top13,doc_top14,score_top14,doc_top15,score_top15,doc_top16,score_top16,doc_top17,score_top17,doc_top18,score_top18,doc_top19,score_top19,doc_top20,score_top20,trouve_ou_non
tfidf,langue roumain,wiki_066072.txt,6.6587702429080995,wiki_108139.txt,4.64582087171481,wiki_098464.txt,4.368707362438696,wiki_058433.txt,4.085761670282995,wiki_076757.txt,4.042074538277782,wiki_073990.txt,3.6610747883632384,wiki_068615.txt,3.5575807881562826,wiki_076519.txt,3.363278451298458,wiki_093016.txt,2.994563132580197,wiki_105301.txt,2.9831870841978105,wiki_086447.txt,2.883365208734138,wiki_104167.txt,2.796057625486638,wiki_077241.txt,2.7885950503988717,wiki_048280.txt,2.635684213821071,wiki_081978.txt,2.5126014599267004,wiki_054826.txt,2.479884004009172,wiki_038798.txt,2.409606095291705,wiki_064247.txt,2.3666683840043725,wiki_070126.txt,2.3430679108980645,wiki_018813.txt,2.3240360103796243,OUI
tfidf,langue roumanie,wiki_099964.txt,6.411821316952284,wiki_108139.txt,4.651193642182283,wiki_058433.txt,4.090711562925186,wiki_076757.txt,4.046915425597619,wiki_073990.txt,3.6654067632333764,wiki_068615.txt,3.560815761084204,wiki_076519.txt,3.367034229327744,wiki_098464.txt,3.0836594037053926,wiki_093016.txt,2.9977404652704656,wiki_105301.txt,2.986474213633786,wiki_086447.txt,2.8868209211334523,wiki_104167.txt,2.7987292351732136,wiki_077241.txt,2.7916726041649875,wiki_048280.txt,2.638260020201493,wiki_081978.txt,2.515011898921337,wiki_054826.txt,2.4833528739163238,wiki_038798.txt,2.412142373248997,wiki_070126.txt,2.345691551101957,wiki_018813.txt,2.32690862607322,wiki_006792.txt,2.304662864669421,OUI
tfidf,énergie marine,wiki_090261.txt,7.414751181319386,wiki_082743.txt,5.904357360219724,wiki_072045.txt,4.819784230591603,wiki_075387.txt,4.695623908011997,wiki_102194.txt,3.907649301929718,wiki_002699.txt,3.5925935792640873,wiki_078765.txt,3.571247546458191,wiki_094224.txt,3.4857017242087096,wiki_032315.txt,3.383771231327499,wiki_028578.txt,3.3074940694656396,wiki_089998.txt,3.216363320143877,wiki_094484.txt,3.1544646927899502,wiki_105818.txt,2.916797512830035,wiki_099409.txt,2.882662784528821,wiki_107414.txt,2.853321437068631,wiki_059304.txt,2.8373492107734415,wiki_058008.txt,2.7935845410190847,wiki_041921.txt,2.7829660896273687,wiki_021379.txt,2.637207024565874,wiki_089973.txt,2.590749864649781,OUI
tfidf,définition énergie des mers,wiki_090261.txt,9.155768698759898,wiki_082743.txt,5.882007367602516,wiki_094224.txt,4.989298718011083,wiki_075387.txt,4.678978734091934,wiki_044774.txt,4.2633133622795905,wiki_102194.txt,3.8933610396211957,wiki_098098.txt,3.8227145910649796,wiki_002699.txt,3.5770202895609504,wiki_078765.txt,3.5563939069008295,wiki_029196.txt,3.4552148580222255,wiki_032315.txt,3.371567268270838,wiki_028578.txt,3.295678282570681,wiki_089998.txt,3.2051593403131027,wiki_070405.txt,2.9849682240624142,wiki_082738.txt,2.928195622346717,wiki_105818.txt,2.9054178291385635,wiki_107414.txt,2.841752161212377,wiki_058008.txt,2.7838998471123215,wiki_021379.txt,2.6289965047412,wiki_089973.txt,2.581824637148938,OUI
tfidf,où est tianjin,wiki_013117.txt,9.290484550236977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUI
tfidf,tianjin chine,wiki_013117.txt,12.770085639458909,wiki_060088.txt,4.6624931362218245,wiki_013271.txt,4.582459186301765,wiki_062857.txt,4.044349372034444,wiki_070405.txt,3.9834998987103702,wiki_013306.txt,3.925139615822101,wiki_041842.txt,3.9132194528548796,wiki_054732.txt,3.4431991294369637,wiki_118061.txt,3.2094618211490378,wiki_000862.txt,3.0542872344430845,wiki_071169.txt,2.951469164982643,wiki_087190.txt,2.930296640051171,wiki_102194.txt,2.725025619163757,wiki_027494.txt,2.697234729343739,wiki_078360.txt,2.4429000712837214,wiki_021077.txt,1.7079227250086209,wiki_071504.txt,1.7065837667321333,wiki_087155.txt,1.6981772839930582,wiki_006559.txt,1.6761385832205342,wiki_021068.txt,1.6637276182001217,OUI
tfidf,château de gaillard,wiki_090155.txt,13.131641591608334,wiki_068087.txt,4.81406996027101,wiki_062953.txt,4.609150376510607,wiki_025851.txt,4.108083012286875,wiki_070215.txt,3.2782660013206617,wiki_055283.txt,2.792873956981413,wiki_045433.txt,2.6438332738060675,wiki_053173.txt,2.601037939057216,wiki_042958.txt,2.5885646965545264,wiki_004889.txt,2.585358795837056,wiki_022483.txt,2.5507556715869164,wiki_080139.txt,2.5258089256686693,wiki_036201.txt,2.5073644761914693,wiki_069052.txt,2.4957460772740134,wiki_078178.txt,2.494109157197273,wiki_075493.txt,2.323432433900249,wiki_012237.txt,2.312169558128433,wiki_066211.txt,1.8484642703951546,wiki_088505.txt,1.7751983045727617,wiki_047494.txt,1.627889655929014,OUI
tfidf,chateau gaillard,wiki_090155.txt,13.131641591608334,wiki_068087.txt,4.81406996027101,wiki_062953.txt,4.609150376510607,wiki_025851.txt,4.108083012286875,wiki_070215.txt,3.2782660013206617,wiki_055283.txt,2.792873956981413,wiki_045433.txt,2.6438332738060675,wiki_053173.txt,2.601037939057216,wiki_042958.txt,2.5885646965545264,wiki_004889.txt,2.585358795837056,wiki_022483.txt,2.5507556715869164,wiki_080139.txt,2.5258089256686693,wiki_036201.txt,2.5073644761914693,wiki_069052.txt,2.4957460772740134,wiki_078178.txt,2.494109157197273,wiki_075493.txt,2.323432433900249,wiki_012237.txt,2.312169558128433,wiki_066211.txt,1.8484642703951546,wiki_088505.txt,1.7751983045727617,wiki_047494.txt,1.627889655929014,OUI
tfidf,qu'est-ce que la 6e armée,wiki_016480.txt,9.758766961348147,wiki_011198.txt,6.955276547704917,wiki_069878.txt,3.4565647520751126,wiki_013083.txt,3.426929981293406,wiki_044519.txt,3.4047608405922647,wiki_093685.txt,3.310565748929509,wiki_091260.txt,3.1342376783984847,wiki_054206.txt,3.0854917813394556,wiki_039825.txt,2.681116087670282,wiki_107548.txt,2.5948491458300373,wiki_097875.txt,2.5595742909600308,wiki_069538.txt,2.551778589951295,wiki_042486.txt,2.4861669121022216,wiki_033336.txt,2.47619822750585,wiki_047617.txt,2.4388684826225138,wiki_033683.txt,2.3755389472359014,wiki_004967.txt,2.219134832070991,wiki_074411.txt,2.2185341107991876,wiki_107046.txt,2.151103396765479,wiki_110773.txt,2.1007117984500563,OUI
tfidf,6e armee ottomane,wiki_016480.txt,13.560154846546238,wiki_011198.txt,6.9278010266380905,wiki_112022.txt,5.560310808328178,wiki_046669.txt,4.109282725616447,wiki_080341.txt,3.916863934188523,wiki_069878.txt,3.4379534419366693,wiki_013083.txt,3.410616124430011,wiki_044519.txt,3.3894092573880292,wiki_093685.txt,3.2993572714290202,wiki_091260.txt,3.1258522430371936,wiki_054206.txt,3.076544189378914,wiki_039825.txt,2.674504198978863,wiki_107548.txt,2.5861887936846757,wiki_097875.txt,2.5524611957688026,wiki_069538.txt,2.543445180885279,wiki_042486.txt,2.4786193428115366,wiki_033336.txt,2.468497734123871,wiki_047617.txt,2.431862681854226,wiki_047643.txt,2.4143893085703967,wiki_064451.txt,2.412094130512895,OUI
